draft_yr,player,draft_pick,season,age,tm,lg,pos,gms_played,gms_start,min_gm,fgm,fga,fg_pct,thr_pm,thr_pa,thr_pct,two_pm,two_pa,two_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,fouls,pts,,
2007,Mike Conley,4,2010-11,23,MEM,NBA,PG,81,81,35.5,5.2,11.8,0.444,1,2.7,0.369,4.2,9.1,0.466,0.486,2.2,3,0.733,0.4,2.7,3,6.5,1.8,0.2,2.2,2.2,13.7,,
2007,Mike Conley,4,2011-12,24,MEM,NBA,PG,62,61,35.1,4.8,11,0.433,1,2.6,0.377,3.8,8.5,0.45,0.477,2.2,2.5,0.861,0.4,2.2,2.5,6.5,2.2,0.2,2,2.1,12.7,,
2007,Mike Conley,4,2012-13,25,MEM,NBA,PG,80,80,34.5,5.2,11.8,0.44,1.3,3.7,0.362,3.9,8.1,0.476,0.497,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,,
2007,Mike Conley,4,2013-14,26,MEM,NBA,PG,73,73,33.5,6.3,14.1,0.45,1.4,4,0.361,4.9,10.1,0.484,0.5,3.1,3.8,0.815,0.6,2.4,2.9,6,1.5,0.2,2.1,1.9,17.2,,
2007,Mike Conley,4,2014-15,27,MEM,NBA,PG,70,70,31.8,5.6,12.6,0.446,1.5,4,0.386,4.1,8.6,0.473,0.506,3.1,3.6,0.859,0.4,2.6,3,5.4,1.3,0.2,2.2,2,15.8,,
2007,Mike Conley,4,2015-16,28,MEM,NBA,PG,56,56,31.4,5.3,12.4,0.422,1.4,3.8,0.363,3.9,8.6,0.449,0.478,3.4,4.1,0.834,0.5,2.5,2.9,6.1,1.2,0.3,1.5,1.8,15.3,,
2007,Mike Conley,4,2016-17,29,MEM,NBA,PG,69,68,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.2,8.6,0.497,0.545,4.6,5.3,0.859,0.4,3,3.5,6.3,1.3,0.3,2.3,1.8,20.5,,
2007,Mike Conley,4,2017-18,30,MEM,NBA,PG,12,12,31.1,5.3,14,0.381,2,6.4,0.312,3.3,7.6,0.44,0.452,4.4,5.5,0.803,0,2.3,2.3,4.1,1,0.3,1.5,2,17.1,,
2007,Mike Conley,4,2018-19,31,MEM,NBA,PG,70,70,33.5,7,16,0.438,2.2,6.1,0.364,4.8,9.9,0.483,0.507,4.9,5.8,0.845,0.6,2.8,3.4,6.4,1.3,0.3,1.9,1.8,21.1,,
2007,Mike Conley,4,2019-20,32,UTA,NBA,PG,47,41,29,4.9,12.1,0.409,2,5.4,0.375,2.9,6.6,0.437,0.494,2.4,3,0.827,0.7,2.5,3.2,4.4,0.8,0.1,2,2.2,14.4,,
2007,Mike Conley,4,2020-21,33,UTA,NBA,PG,51,51,29.4,5.6,12.5,0.444,2.7,6.6,0.412,2.9,6,0.479,0.552,2.4,2.8,0.852,0.7,2.8,3.5,6,1.4,0.2,1.9,1.9,16.2,,
2007,Mike Conley,4,2021-22,34,UTA,NBA,PG,72,72,28.6,4.8,11,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3,5.3,1.3,0.3,1.7,2,13.7,,
2007,Mike Conley,4,2022-23,35,TOT,NBA,PG,67,66,30.3,3.9,9.1,0.428,2,5.2,0.385,1.9,3.9,0.486,0.539,2.1,2.5,0.834,0.5,2.2,2.7,6.7,1.1,0.2,1.5,2.1,11.9,,
2007,Mike Conley,4,2022-23,35,UTA,NBA,PG,43,42,29.7,3.6,8.7,0.408,1.8,5,0.362,1.8,3.8,0.469,0.511,1.8,2.2,0.813,0.4,2.1,2.5,7.7,1,0.2,1.7,2.2,10.7,,
2007,Mike Conley,4,2022-23,35,MIN,NBA,PG,24,24,31.4,4.5,9.8,0.46,2.4,5.8,0.42,2.1,4,0.515,0.583,2.6,3,0.863,0.7,2.5,3.1,5,1.2,0.2,1.2,1.9,14,,
2007,Jeff Green,5,2007-08,21,SEA,NBA,SF,80,52,28.2,4,9.4,0.427,0.3,1,0.276,3.7,8.4,0.444,0.441,2.2,3,0.744,1.3,3.5,4.7,1.5,0.6,0.6,2,2.5,10.5,,
2007,Jeff Green,5,2008-09,22,OKC,NBA,PF,78,78,36.8,6.1,13.7,0.446,1.2,3.2,0.389,4.9,10.5,0.463,0.491,3.1,3.9,0.788,1.5,5.1,6.7,2,1,0.4,2.2,2.6,16.5,,
2007,Jeff Green,5,2009-10,23,OKC,NBA,PF,82,82,37.1,5.9,13,0.453,1.3,3.8,0.333,4.6,9.2,0.503,0.502,2,2.7,0.74,1.4,4.6,6,1.6,1.3,0.9,1.6,2.7,15.1,,
2007,Jeff Green,5,2010-11,24,TOT,NBA,PFSF,75,51,32.4,4.9,10.9,0.449,0.9,2.8,0.303,4.1,8.1,0.499,0.488,2.6,3.3,0.811,1,3.8,4.8,1.4,0.7,0.5,1.3,2.8,13.3,,
2007,Jeff Green,5,2010-11,24,OKC,NBA,PF,49,49,37,5.5,12.6,0.437,1.1,3.8,0.304,4.4,8.9,0.493,0.482,3,3.7,0.818,1.2,4.4,5.6,1.8,0.8,0.4,1.6,2.9,15.2,,
2007,Jeff Green,5,2010-11,24,BOS,NBA,SF,26,2,23.5,3.8,7.8,0.485,0.3,1,0.296,3.5,6.7,0.514,0.505,1.9,2.4,0.794,0.6,2.7,3.3,0.7,0.5,0.6,0.9,2.6,9.8,,
2007,Jeff Green,5,2011-12,25,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2007,Jeff Green,5,2012-13,26,BOS,NBA,PF,81,17,27.8,4.6,10,0.467,0.9,2.2,0.385,3.8,7.7,0.49,0.51,2.6,3.3,0.808,0.7,3.2,3.9,1.6,0.7,0.8,1.6,2.2,12.8,,
2007,Jeff Green,5,2013-14,27,BOS,NBA,SF,82,82,34.2,5.9,14.3,0.412,1.6,4.8,0.341,4.2,9.5,0.448,0.469,3.5,4.3,0.795,0.7,4,4.6,1.7,0.7,0.6,2,2.2,16.9,,
2007,Jeff Green,5,2014-15,28,TOT,NBA,SF,78,70,31.5,5.3,12.4,0.43,1.2,3.7,0.332,4.1,8.7,0.473,0.48,3.1,3.7,0.833,0.8,3.4,4.2,1.7,0.7,0.4,1.4,1.9,15,,
2007,Jeff Green,5,2014-15,28,BOS,NBA,SF,33,33,33.1,6.2,14.4,0.434,1.4,4.7,0.305,4.8,9.7,0.495,0.483,3.7,4.4,0.84,0.6,3.6,4.3,1.6,0.8,0.4,1.7,2,17.6,,
2007,Jeff Green,5,2014-15,28,MEM,NBA,SF,45,37,30.2,4.7,10.9,0.427,1.1,3.1,0.362,3.6,7.9,0.452,0.478,2.6,3.2,0.825,1,3.2,4.2,1.8,0.6,0.5,1.2,1.8,13.1,,
2007,Jeff Green,5,2015-16,29,TOT,NBA,SF,80,41,28.2,4.4,10.3,0.43,0.8,2.7,0.315,3.6,7.6,0.47,0.47,2.1,2.8,0.745,0.9,3.2,4.2,1.7,0.7,0.5,1.2,2.1,11.7,,
2007,Jeff Green,5,2015-16,29,MEM,NBA,SF,53,31,29.1,4.5,10.5,0.431,0.8,2.6,0.309,3.7,7.9,0.47,0.469,2.3,2.9,0.8,1,3.5,4.5,1.8,0.8,0.4,1.3,1.9,12.2,,
2007,Jeff Green,5,2015-16,29,LAC,NBA,SF,27,10,26.3,4.2,9.9,0.427,0.9,2.9,0.325,3.3,7,0.468,0.474,1.5,2.4,0.615,0.7,2.7,3.4,1.5,0.7,0.8,0.9,2.3,10.9,,
2007,Jeff Green,5,2016-17,30,ORL,NBA,PF,69,11,22.2,3.2,8.1,0.394,0.8,2.8,0.275,2.4,5.3,0.458,0.442,2.1,2.4,0.863,0.6,2.5,3.1,1.2,0.5,0.2,1.1,1.5,9.2,,
2007,Jeff Green,5,2017-18,31,CLE,NBA,PF,78,13,23.4,3.8,7.9,0.477,0.7,2.2,0.312,3.1,5.7,0.54,0.52,2.6,3,0.868,0.8,2.4,3.2,1.3,0.5,0.4,1,1.9,10.8,,
2007,Jeff Green,5,2018-19,32,WAS,NBA,PF,77,44,27.2,4.2,8.9,0.475,1.4,4.2,0.347,2.8,4.8,0.586,0.555,2.4,2.7,0.888,0.7,3.3,4,1.8,0.6,0.5,1.3,2.1,12.3,,
2007,Jeff Green,5,2019-20,33,TOT,NBA,CPF,48,4,20,3.3,7.2,0.462,1.3,3.8,0.339,2,3.4,0.602,0.552,1.5,1.9,0.802,0.5,2.3,2.8,1,0.5,0.4,0.9,1.9,9.4,,
2007,Jeff Green,5,2019-20,33,UTA,NBA,PF,30,2,18.4,2.5,6.5,0.385,1.1,3.5,0.327,1.4,3,0.451,0.472,1.6,2.1,0.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8,,
2007,Jeff Green,5,2019-20,33,HOU,NBA,C,18,2,22.6,4.7,8.3,0.564,1.6,4.4,0.354,3.1,3.9,0.8,0.658,1.3,1.6,0.857,0.6,2.3,2.9,1.7,0.8,0.5,0.8,2.4,12.2,,
2007,Jeff Green,5,2020-21,34,BRK,NBA,PF,68,38,27,3.8,7.8,0.492,1.5,3.7,0.412,2.3,4.1,0.564,0.59,1.8,2.4,0.776,0.5,3.4,3.9,1.6,0.5,0.4,0.8,1.8,11,,
2007,Jeff Green,5,2021-22,35,DEN,NBA,PF,75,63,24.7,3.7,7.1,0.524,0.7,2.2,0.315,3,4.8,0.62,0.574,2.2,2.6,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2,10.3,,
2007,Jeff Green,5,2022-23,36,DEN,NBA,PF,56,4,19.5,2.9,5.9,0.488,0.5,1.9,0.288,2.3,4,0.58,0.534,1.6,2.1,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,1.8,7.8,,
2007,Spencer Hawes,10,2007-08,19,SAC,NBA,C,71,8,13.1,2.1,4.5,0.459,0.1,0.3,0.19,2,4.2,0.478,0.465,0.5,0.8,0.655,1,2.3,3.2,0.6,0.2,0.6,0.8,1.8,4.7,,
2007,Spencer Hawes,10,2008-09,20,SAC,NBA,C,77,51,29.3,4.8,10.4,0.466,0.5,1.5,0.348,4.3,8.9,0.486,0.491,1.2,1.8,0.662,1.9,5.2,7.1,1.9,0.6,1.2,2.1,3.2,11.4,,
2007,Spencer Hawes,10,2009-10,21,SAC,NBA,C,72,59,26.4,4.3,9.3,0.468,0.4,1.2,0.299,4,8,0.494,0.488,1,1.5,0.689,2,4,6.1,2.2,0.4,1.2,1.8,2.8,10,,
2007,Spencer Hawes,10,2010-11,22,PHI,NBA,C,81,81,21.2,3.3,7,0.465,0.1,0.5,0.243,3.1,6.6,0.48,0.473,0.6,1.1,0.534,1.6,4.1,5.7,1.5,0.4,0.9,1.2,2.5,7.2,,
2007,Spencer Hawes,10,2011-12,23,PHI,NBA,C,37,29,24.9,4.2,8.6,0.489,0.1,0.3,0.25,4.1,8.3,0.498,0.494,1.1,1.5,0.727,2.1,5.2,7.3,2.6,0.4,1.3,1.5,2.7,9.6,,
2007,Spencer Hawes,10,2012-13,24,PHI,NBA,C,82,40,27.2,4.6,9.9,0.464,0.4,1.1,0.356,4.2,8.8,0.477,0.483,1.5,1.9,0.777,2.1,5.1,7.2,2.2,0.3,1.4,1.6,2.8,11,,
2007,Spencer Hawes,10,2013-14,25,TOT,NBA,C,80,78,30.9,5,11,0.456,1.6,3.9,0.416,3.4,7.2,0.478,0.529,1.5,1.9,0.783,1.6,6.6,8.3,3,0.6,1.2,2.2,3,13.2,,
2007,Spencer Hawes,10,2013-14,25,PHI,NBA,C,53,53,31.4,5,11.1,0.451,1.5,3.8,0.399,3.5,7.2,0.478,0.52,1.5,1.9,0.782,1.7,6.9,8.5,3.3,0.6,1.3,2.2,2.9,13,,
2007,Spencer Hawes,10,2013-14,25,CLE,NBA,C,27,25,29.8,5.1,11,0.468,1.7,3.9,0.448,3.4,7.1,0.479,0.547,1.5,1.9,0.784,1.6,6.1,7.7,2.4,0.5,1,2,3.1,13.5,,
2007,Spencer Hawes,10,2014-15,26,LAC,NBA,PF,73,15,17.5,2.2,5.7,0.393,0.8,2.4,0.313,1.5,3.3,0.452,0.459,0.6,0.9,0.647,0.4,3.1,3.5,1.2,0.3,0.7,0.8,2.4,5.8,,
2007,Spencer Hawes,10,2015-16,27,CHO,NBA,PF,57,6,18.2,2.2,5.4,0.405,0.7,1.8,0.373,1.5,3.6,0.422,0.467,0.9,1.1,0.831,0.9,3.4,4.3,1.9,0.4,0.5,1,1.9,6,,
2007,Spencer Hawes,10,2016-17,28,TOT,NBA,PF,54,1,14.8,2.5,5.1,0.484,0.5,1.5,0.309,2,3.6,0.556,0.529,0.8,1,0.846,0.7,2.8,3.5,1.5,0.3,0.6,0.9,1.4,6.2,,
2007,Spencer Hawes,10,2016-17,28,CHO,NBA,PF,35,1,17.9,3,6.2,0.477,0.5,1.6,0.291,2.5,4.7,0.54,0.514,0.9,1,0.882,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,7.3,,
2007,Spencer Hawes,10,2016-17,28,MIL,NBA,PF,19,0,9,1.6,3.1,0.508,0.5,1.4,0.346,1.1,1.7,0.636,0.585,0.7,0.9,0.778,0.3,2.1,2.4,1,0.1,0.2,0.5,0.8,4.4,,
2007,Rodney Stuckey,15,2007-08,21,DET,NBA,PG,57,2,19,2.7,6.7,0.401,0.1,0.3,0.188,2.6,6.4,0.41,0.404,2.2,2.7,0.814,0.6,1.7,2.3,2.8,0.9,0.1,1.4,2,7.6,,
2007,Rodney Stuckey,15,2008-09,22,DET,NBA,PG,79,65,31.9,5.1,11.6,0.439,0.3,1,0.295,4.8,10.6,0.453,0.452,2.9,3.7,0.803,0.9,2.6,3.5,4.9,1,0.1,2.2,2.7,13.4,,
2007,Rodney Stuckey,15,2009-10,23,DET,NBA,PG,73,67,34.2,6.2,15.2,0.405,0.2,1.1,0.228,5.9,14.1,0.418,0.413,4.1,4.9,0.833,0.9,2.9,3.8,4.8,1.4,0.2,2.2,2.8,16.6,,
2007,Rodney Stuckey,15,2010-11,24,DET,NBA,PG,70,54,31.2,5.2,11.8,0.439,0.4,1.3,0.289,4.8,10.5,0.457,0.455,4.7,5.4,0.866,1,2.1,3.1,5.2,1.1,0.1,2.2,2.5,15.5,,
2007,Rodney Stuckey,15,2011-12,25,DET,NBA,SG,55,48,29.9,4.7,10.9,0.429,0.6,1.9,0.317,4.1,9,0.452,0.456,4.9,5.8,0.834,0.7,1.9,2.6,3.8,0.8,0.2,1.9,2.3,14.8,,
2007,Rodney Stuckey,15,2012-13,26,DET,NBA,SG,76,24,28.6,4,9.8,0.406,0.7,2.4,0.302,3.3,7.4,0.44,0.443,2.8,3.6,0.783,0.6,2.2,2.8,3.6,0.7,0.2,1.8,1.7,11.5,,
2007,Rodney Stuckey,15,2013-14,27,DET,NBA,SG,73,5,26.7,5.1,11.7,0.436,0.3,1.2,0.273,4.8,10.5,0.455,0.45,3.3,4,0.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,13.9,,
2007,Rodney Stuckey,15,2014-15,28,IND,NBA,PG,71,36,26.4,4.7,10.6,0.44,0.8,2,0.39,3.9,8.6,0.452,0.477,2.5,3,0.819,0.5,3,3.5,3.1,0.8,0.1,1.7,1.8,12.6,,
2007,Rodney Stuckey,15,2015-16,29,IND,NBA,PG,58,1,22,3.2,7.6,0.413,0.3,1.4,0.241,2.8,6.2,0.453,0.436,2.3,2.7,0.829,0.3,2.4,2.7,2.4,0.7,0.1,1.3,1.3,8.9,,
2007,Rodney Stuckey,15,2016-17,30,IND,NBA,PG,39,0,17.8,2.3,6.3,0.373,0.5,1.5,0.317,1.8,4.7,0.391,0.412,2.1,2.7,0.748,0.2,2,2.2,2.2,0.4,0,1.4,1.1,7.2,,
2007,Petteri Koponen,30,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2007,Jared Jordan,45,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2007,Milovan Rakovic,60,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2008,Derrick Rose,1,2008-09,20,CHI,NBA,PG,81,80,37,7.1,14.9,0.475,0.2,0.9,0.222,6.9,14,0.491,0.482,2.4,3.1,0.788,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1.5,16.8,,
2008,Derrick Rose,1,2009-10,21,CHI,NBA,PG,78,78,36.8,8.6,17.6,0.489,0.2,0.8,0.267,8.4,16.8,0.5,0.495,3.3,4.3,0.766,0.8,2.9,3.8,6,0.7,0.3,2.8,1.2,20.8,,
2008,Derrick Rose,1,2010-11,22,CHI,NBA,PG,81,81,37.4,8.8,19.7,0.445,1.6,4.8,0.332,7.2,15,0.481,0.485,5.9,6.9,0.858,1,3.1,4.1,7.7,1,0.6,3.4,1.7,25,,
2008,Derrick Rose,1,2011-12,23,CHI,NBA,PG,39,39,35.3,7.7,17.8,0.435,1.4,4.4,0.312,6.4,13.4,0.475,0.473,5,6.1,0.812,0.7,2.7,3.4,7.9,0.9,0.7,3.1,1.3,21.8,,
2008,Derrick Rose,1,2012-13,24,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2008,Derrick Rose,1,2013-14,25,CHI,NBA,PG,10,10,31.1,5.8,16.4,0.354,1.6,4.7,0.34,4.2,11.7,0.359,0.402,2.7,3.2,0.844,0.9,2.3,3.2,4.3,0.5,0.1,3.4,1.5,15.9,,
2008,Derrick Rose,1,2014-15,26,CHI,NBA,PG,51,51,30,6.6,16.4,0.405,1.5,5.3,0.28,5.1,11.1,0.465,0.45,3,3.7,0.813,0.7,2.5,3.2,4.9,0.7,0.3,3.2,1.2,17.7,,
2008,Derrick Rose,1,2015-16,27,CHI,NBA,PG,66,66,31.8,6.8,15.9,0.427,0.7,2.3,0.293,6.1,13.6,0.449,0.448,2.2,2.7,0.793,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,16.4,,
2008,Derrick Rose,1,2016-17,28,NYK,NBA,PG,64,64,32.5,7.2,15.3,0.471,0.2,0.9,0.217,7,14.3,0.487,0.477,3.5,4,0.874,1,2.8,3.8,4.4,0.7,0.3,2.3,1.3,18,,
2008,Derrick Rose,1,2017-18,29,TOT,NBA,PG,25,7,16.8,3.2,7.4,0.435,0.3,1.2,0.233,3,6.2,0.474,0.454,1.6,1.8,0.87,0.5,0.9,1.4,1.5,0.3,0.2,1.4,0.6,8.4,,
2008,Derrick Rose,1,2017-18,29,CLE,NBA,PG,16,7,19.3,3.6,8.3,0.439,0.4,1.5,0.25,3.3,6.8,0.481,0.462,2.2,2.6,0.854,0.6,1.2,1.8,1.6,0.2,0.3,1.8,0.9,9.8,,
2008,Derrick Rose,1,2017-18,29,MIN,NBA,PG,9,0,12.4,2.6,6,0.426,0.1,0.7,0.167,2.4,5.3,0.458,0.435,0.6,0.6,1,0.3,0.3,0.7,1.2,0.4,0,0.8,0.2,5.8,,
2008,Derrick Rose,1,2018-19,30,MIN,NBA,PG,51,13,27.3,7.1,14.8,0.482,1.1,2.9,0.37,6.1,11.9,0.509,0.518,2.7,3.1,0.856,0.6,2.1,2.7,4.3,0.6,0.2,1.6,1.1,18,,
2008,Derrick Rose,1,2019-20,31,DET,NBA,PG,50,15,26,7.4,15.1,0.49,0.9,2.9,0.306,6.5,12.1,0.535,0.52,2.4,2.8,0.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1,18.1,,
2008,Derrick Rose,1,2020-21,32,TOT,NBA,PG,50,3,25.6,5.7,12.2,0.47,1,2.6,0.388,4.7,9.6,0.492,0.511,2.2,2.5,0.866,0.4,2.2,2.6,4.2,1,0.4,1.6,1.1,14.7,,
2008,Derrick Rose,1,2020-21,32,DET,NBA,PG,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.333,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,,
2008,Derrick Rose,1,2020-21,32,NYK,NBA,PG,35,3,26.8,5.9,12.2,0.487,1.1,2.6,0.411,4.9,9.6,0.507,0.53,1.9,2.2,0.883,0.4,2.5,2.9,4.2,0.9,0.4,1.4,1.1,14.9,,
2008,Derrick Rose,1,2021-22,33,NYK,NBA,PG,26,4,24.5,4.7,10.5,0.445,1.4,3.5,0.402,3.3,7,0.467,0.513,1.2,1.2,0.968,0.8,2.2,3,4,0.8,0.5,1.5,0.6,12,,
2008,Derrick Rose,1,2022-23,34,NYK,NBA,PG,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,,
2008,Michael Beasley,2,2008-09,20,MIA,NBA,PF,81,19,24.8,5.6,11.8,0.472,0.4,1,0.407,5.2,10.8,0.478,0.49,2.3,3,0.772,1.4,4.1,5.4,1,0.5,0.5,1.5,2.3,13.9,,
2008,Michael Beasley,2,2009-10,21,MIA,NBA,PF,78,78,29.8,6,13.3,0.45,0.4,1.3,0.275,5.6,12,0.469,0.463,2.5,3.1,0.8,1.6,4.8,6.4,1.3,1,0.6,1.7,2.8,14.8,,
2008,Michael Beasley,2,2010-11,22,MIN,NBA,SF,73,73,32.3,7.7,17.1,0.45,0.8,2.2,0.366,6.9,14.8,0.463,0.474,3,4,0.753,1.6,4,5.6,2.2,0.7,0.7,2.7,3,19.2,,
2008,Michael Beasley,2,2011-12,23,MIN,NBA,SF,47,7,23.1,4.7,10.6,0.445,0.8,2.1,0.376,3.9,8.4,0.462,0.483,1.3,2,0.642,0.8,3.6,4.4,1,0.4,0.4,1.7,1.8,11.5,,
2008,Michael Beasley,2,2012-13,24,PHO,NBA,SF,75,20,20.7,4.1,10.2,0.405,0.6,1.9,0.313,3.5,8.3,0.426,0.434,1.3,1.7,0.746,0.7,3.1,3.8,1.5,0.4,0.5,1.9,1.4,10.1,,
2008,Michael Beasley,2,2013-14,25,MIA,NBA,SF,55,2,15.1,3.2,6.5,0.499,0.4,1,0.389,2.8,5.5,0.518,0.528,1.1,1.4,0.772,0.6,2.6,3.1,0.8,0.4,0.4,1,1.7,7.9,,
2008,Michael Beasley,2,2014-15,26,MIA,NBA,PF,24,1,21,3.8,8.8,0.434,0.3,1.4,0.235,3.5,7.4,0.472,0.453,0.8,1.1,0.769,0.5,3.2,3.7,1.3,0.6,0.5,1.5,2.8,8.8,,
2008,Michael Beasley,2,2015-16,27,HOU,NBA,PF,20,0,18.2,5.4,10.3,0.522,0.2,0.5,0.333,5.2,9.8,0.531,0.529,1.9,2.5,0.776,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2,12.8,,
2008,Michael Beasley,2,2016-17,28,MIL,NBA,PF,56,6,16.7,3.9,7.3,0.532,0.3,0.8,0.419,3.5,6.5,0.545,0.554,1.4,1.9,0.743,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,9.4,,
2008,Michael Beasley,2,2017-18,29,NYK,NBA,PF,74,30,22.3,5.5,10.9,0.507,0.5,1.2,0.395,5.1,9.7,0.52,0.528,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2,13.2,,
2008,Michael Beasley,2,2018-19,30,LAL,NBA,PF,26,2,10.7,2.9,5.9,0.49,0.1,0.7,0.176,2.8,5.2,0.529,0.5,1.1,1.5,0.718,0.5,1.8,2.3,1,0.3,0.4,1,1.6,7,,
2008,Michael Beasley,2,2019-20,31,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,DNP,,
2008,OJ Mayo,3,2008-09,21,MEM,NBA,SG,82,82,38,6.9,15.6,0.438,1.8,4.6,0.384,5.1,11,0.461,0.495,3,3.4,0.879,0.7,3.1,3.8,3.2,1.1,0.2,2.8,2.5,18.5,,
2008,OJ Mayo,3,2009-10,22,MEM,NBA,SG,82,82,38,6.6,14.4,0.458,1.7,4.3,0.383,5,10.1,0.49,0.516,2.6,3.2,0.809,0.7,3,3.8,3,1.2,0.2,2.1,2.1,17.5,,
2008,OJ Mayo,3,2010-11,23,MEM,NBA,SG,71,17,26.3,4.3,10.5,0.407,1.4,3.7,0.364,2.9,6.8,0.431,0.471,1.4,1.8,0.756,0.5,1.9,2.4,2,1,0.4,1.4,1.8,11.3,,
2008,OJ Mayo,3,2011-12,24,MEM,NBA,SG,66,0,26.8,4.5,11.2,0.408,1.5,4.2,0.364,3,7,0.434,0.476,2,2.6,0.773,0.5,2.7,3.2,2.6,1.1,0.3,1.9,2.1,12.6,,
2008,OJ Mayo,3,2012-13,25,DAL,NBA,SG,82,82,35.5,5.6,12.5,0.449,1.7,4.3,0.407,3.9,8.3,0.471,0.519,2.3,2.8,0.82,0.4,3.1,3.5,4.4,1.1,0.3,2.6,2.4,15.3,,
2008,OJ Mayo,3,2013-14,26,MIL,NBA,SG,52,23,25.9,4.3,10.6,0.407,1.6,4.4,0.37,2.7,6.2,0.433,0.484,1.5,1.7,0.864,0.5,1.9,2.4,2.2,0.5,0.3,1.8,2.1,11.7,,
2008,OJ Mayo,3,2014-15,27,MIL,NBA,SG,71,15,23.9,4.2,9.9,0.422,1.4,3.9,0.357,2.8,6,0.465,0.493,1.6,2,0.827,0.4,2.2,2.6,2.8,0.8,0.3,1.8,2.3,11.4,,
2008,OJ Mayo,3,2015-16,28,MIL,NBA,SG,41,24,26.6,2.9,7.8,0.371,1.3,4,0.321,1.6,3.9,0.421,0.452,0.8,1,0.775,0.3,2.2,2.6,2.9,1.2,0.2,1.8,3.1,7.8,,
2008,Russell Westbrook,4,2008-09,20,OKC,NBA,PG,82,65,32.5,5.3,13.4,0.398,0.4,1.6,0.271,4.9,11.8,0.415,0.414,4.3,5.2,0.815,2.2,2.7,4.9,5.3,1.3,0.2,3.3,2.3,15.3,,
2008,Russell Westbrook,4,2009-10,21,OKC,NBA,PG,82,82,34.3,5.9,14.1,0.418,0.3,1.3,0.221,5.6,12.9,0.438,0.428,4,5.1,0.78,1.7,3.1,4.9,8,1.3,0.4,3.3,2.5,16.1,,
2008,Russell Westbrook,4,2010-11,22,OKC,NBA,PG,82,82,34.7,7.5,17,0.442,0.4,1.3,0.33,7.1,15.7,0.451,0.454,6.5,7.7,0.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,,
2008,Russell Westbrook,4,2011-12,23,OKC,NBA,PG,66,66,35.3,8.8,19.2,0.457,0.9,3,0.316,7.8,16.2,0.482,0.481,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,,
2008,Russell Westbrook,4,2012-13,24,OKC,NBA,PG,82,82,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7,15.1,0.466,0.47,5.6,7,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,,
